City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,krusevac,43.58,21.3339,11.45,91,71,0.61,RS,1730174795
273,ovalle,-30.5983,-71.2003,16.05,77,1,0.67,CL,1730174796
274,el calafate,-50.3408,-72.2768,7.3,83,17,3.62,AR,1730174798
275,vadso,70.0744,29.7487,4.09,75,75,13.38,NO,1730174799
276,vinnytsia,49.2328,28.481,8.6,72,100,1.62,UA,1730174516
277,buzuluk,52.7807,52.2635,0.1,75,67,0.59,RU,1730174801
278,quellon,-43.1167,-73.6167,8.57,94,39,2.69,CL,1730174802
279,vargarda,58.0371,12.8091,9.48,98,100,1.18,SE,1730174803
280,punta arenas,-53.15,-70.9167,6.06,87,40,4.63,CL,1730174701
281,kingscliff,-28.2667,153.5667,26.64,57,3,7.72,AU,1730174806
282,geraldton,-28.7667,114.6,30.23,35,0,6.17,AU,1730174582
283,svetlogorsk,52.6333,29.7333,3.82,88,92,2.68,BY,1730174808
284,gadani,25.1185,66.7299,28.93,71,0,3.88,PK,1730174809
285,naze,28.3667,129.4833,25.47,85,81,2.92,JP,1730174810
286,kamensk-ural'skiy,56.4185,61.9329,-0.88,92,79,1.56,RU,1730174534
287,praia,14.9215,-23.5087,24.29,72,31,5.37,CV,1730174813
288,belmonte,-15.8631,-38.8828,23.24,89,9,0.71,BR,1730174814
289,grande prairie,55.1667,-118.8027,-0.9,86,100,5.66,CA,1730174815
290,ma'rib,15.4591,45.3253,22.64,31,5,1.64,YE,1730174816
291,cururupu,-1.8283,-44.8683,26.12,75,51,2.08,BR,1730174817
292,westport,41.1415,-73.3579,12.73,80,0,4.92,US,1730174783
293,dali,25.7,100.1833,18.98,69,51,1.27,CN,1730174820
294,ust-tsilma,65.441,52.1498,2.06,85,96,4.1,RU,1730174821
295,taikang,46.8333,124.4167,9.26,56,100,2.24,CN,1730174822
296,magistral'nyy,56.1725,107.4458,3.35,80,98,0.85,RU,1730174824
297,madang,-5.2246,145.7966,27.86,75,100,3.19,PG,1730174826
298,palu,-0.8917,119.8707,31.2,74,32,1.17,ID,1730174827
299,taoudenni,22.6783,-3.9836,23.38,29,36,3.65,ML,1730174828
300,amory,33.9843,-88.4881,21.67,76,0,3.6,US,1730174829
301,bambanglipuro,-7.95,110.2833,30.44,59,15,5.37,ID,1730174830
302,huarmey,-10.0681,-78.1522,18.02,87,100,3.8,PE,1730174460
303,valparaiso,-33.0393,-71.6273,13.8,100,100,1.54,CL,1730174762
304,st. john's,47.5649,-52.7093,2.86,84,20,4.63,CA,1730174775
305,nova xavantina,-14.6667,-52.35,24.1,84,79,1.84,BR,1730174835
306,kratie,12.4881,106.0188,27.35,73,96,2.48,KH,1730174836
307,fairfax,38.8501,-77.3497,10.38,69,20,1.54,US,1730174752
308,champerico,14.3,-91.9167,28.07,75,93,1.14,GT,1730174700
309,iquique,-20.2208,-70.1431,16.88,78,2,1.32,CL,1730174672
310,amahai,-3.3333,128.9167,29.15,72,93,4.33,ID,1730174842
311,gurupi,-11.7292,-49.0686,25.62,69,15,2.68,BR,1730174843
312,bodo,67.28,14.405,3.3,85,75,9.77,NO,1730174846
313,mucuri,-18.0864,-39.5508,23.82,89,94,3.87,BR,1730174847
314,touros,-5.1989,-35.4608,25.4,73,10,6.05,BR,1730174608
315,kutno,52.2306,19.3641,11.94,97,100,2.14,PL,1730174849
